id,status,notes,db_name,source_name,db_brand,db_model,db_reference,source_reference,db_price,source_price,db_image_count,source_image_count,image,source_url
avi-rolex-datejust-41-126301-sundust-dial-g0126301-003,mismatch,name;price,"Rolex Datejust 41 126301, Stainless Steel & 18K Rose Gold, Sundust Index Dial, Oyster Bracelet, 41 mm",Rolex Datejust 41,Rolex,NULL,NULL,,0,20000.0,3,3,/api/uploads/aviandco/products/126301-sundust-index-oyster-e2928fdaa431980f.jpg,https://www.aviandco.com/rolex-datejust-41-126301-sundust-dial-g0126301-003
avi-rolex-datejust-41-126301-sundust-dial-g0126301-004,mismatch,name;price;reference,"Rolex Datejust 41 126301, Oyster, Steel & 18K Rose Gold, Sundust Diamond Dial, 41 mm",Rolex Datejust 41,Rolex,NULL,NULL,126301,0,25000.0,3,3,/api/uploads/aviandco/products/126301-ff1fbca86aadd887.jpg,https://www.aviandco.com/rolex-datejust-41-126301-sundust-dial-g0126301-004
avi-rolex-datejust-41-126301-wimbledon-dial-g0126301-002,mismatch,name;price;reference,"Rolex Datejust 41 126301, Jubilee, Steel & 18K Rose Gold, Wimbledon Slate Roman Dial, 41 mm",Rolex Datejust 41,Rolex,NULL,NULL,126301,0,20398.98,3,3,/api/uploads/aviandco/products/rolex-datejust-41-steel-everose-gold-slate-dial-jubilee-watch-126301-e91c8402ca1f4330.png,https://www.aviandco.com/rolex-datejust-41-126301-wimbledon-dial-g0126301-002
avi-rolex-datejust-41-126303-black-dial-g0126303-006,mismatch,name;price;reference,"Rolex Datejust 41 126303, Jubilee, Steel & 18K Yellow Gold, Black Diamond Dial, 41 mm",Rolex Datejust 41,Rolex,NULL,NULL,126303,0,20500.0,3,3,/api/uploads/aviandco/products/126303bkdj-486720bd677f9c21.jpg,https://www.aviandco.com/rolex-datejust-41-126303-black-dial-g0126303-006
avi-rolex-datejust-41-126303-champagne-dial-g0126303,mismatch,name;price;reference,"Rolex Datejust 41 126303, Jubilee, Stainless Steel & 18K Yellow Gold, Champagne Diamond Dial, 41 mm",Rolex Datejust 41,Rolex,NULL,NULL,126303,0,20398.98,3,3,/api/uploads/aviandco/products/stockrj4107178--1-81-1-8b35abf30cd66552.jpg,https://www.aviandco.com/rolex-datejust-41-126303-champagne-dial-g0126303
avi-rolex-datejust-41-126303-gold-dial-g0126303-007,mismatch,name;price;reference,"Rolex Datejust 41 126303, Oyster, Steel & 18K Yellow Gold, Gold Motif Index Dial, 41 mm",Rolex Datejust 41,Rolex,NULL,NULL,126303,0,20398.98,3,3,/api/uploads/aviandco/products/126303-oyster-gold-motif-dial-c9f2c91269eb559e.jpg,https://www.aviandco.com/rolex-datejust-41-126303-gold-dial-g0126303-007
avi-rolex-datejust-41-126303-mother-of-pearl-dial-g0126303-002,mismatch,name;price;reference,"Rolex Datejust 41 126303, Oyster, Stainless Steel & 18K Yellow Gold, MOP Diamond Dial, 41 mm",Rolex Datejust 41,Rolex,NULL,NULL,126303,0,20398.98,3,3,/api/uploads/aviandco/products/rolex-126303-mop-dial-1-a18bca28bc43eaa9.png,https://www.aviandco.com/rolex-datejust-41-126303-mother-of-pearl-dial-g0126303-002
avi-rolex-datejust-41-126303-silver-dial-g0126303-004,mismatch,name;price;reference,"Rolex Datejust 41 126303, Stainless Steel & 18K Yellow Gold, Silver Index Dial, Oyster Bracelet, 41 mm",Rolex Datejust 41,Rolex,NULL,NULL,126303,0,30000.0,3,3,/api/uploads/aviandco/products/rolex-datejust-28-126303-001-1-6bc580b38adefdb4.jpg,https://www.aviandco.com/rolex-datejust-41-126303-silver-dial-g0126303-004
avi-rolex-datejust-41-126303-white-dial-126303-001,mismatch,name;price;reference,"Rolex Datejust 41 126303, Steel & 18K Yellow Gold, White Index Dial, 41 mm",Rolex Datejust 41,Rolex,NULL,NULL,126303,0,15400.0,3,3,/api/uploads/aviandco/products/126303-001-01-e225a81cd6d0838f.jpg,https://www.aviandco.com/rolex-datejust-41-126303-white-dial-126303-001
avi-rolex-datejust-41-126303-wimbledon-dial-g0126303-001,mismatch,name;price;reference,"Rolex Datejust 41 126303, Stainless Steel & 18K Yellow Gold, Wimbledon Slate Roman Dial, Oyster Bracelet, 41 mm",Rolex Datejust 41,Rolex,NULL,NULL,126303,0,30000.0,3,3,/api/uploads/aviandco/products/rolex-datejust-41-126303-001-1-df46d114a4b1db88.jpg,https://www.aviandco.com/rolex-datejust-41-126303-wimbledon-dial-g0126303-001
