id,status,notes,db_name,source_name,db_brand,db_model,db_reference,source_reference,db_price,source_price,db_image_count,source_image_count,image,source_url
avi-panerai-luminor-marina-pam00140-black-dial-pam00140-001,mismatch,name;price;reference,"Panerai Luminor PAM00140, 18K Yellow Gold, ""Marina"", Black Carbon Fiber Dial, 44 mm",Panerai Luminor,Panerai,NULL,NULL,PAM00140,0,16900.0,3,3,/api/uploads/aviandco/products/panerai-luminor-pam00140-001-1-c8f1ceb6bfc8208e.jpg,https://www.aviandco.com/panerai-luminor-marina-pam00140-black-dial-pam00140-001
avi-panerai-luminor-marina-pam00511-rose-gold-brown-dial-pam00,mismatch,name;price;reference,"Panerai Luminor PAM00511, Rose Gold, Brown Dial, 42 mm",Panerai Luminor,Panerai,NULL,NULL,PAM00511,0,16900.0,3,3,/api/uploads/aviandco/products/panerai-luminor-pam00511-001-1-42f256df4c8b5851.jpg,https://www.aviandco.com/panerai-luminor-marina-pam00511-rose-gold-brown-dial-pam00511-001
avi-panerai-luminor-pam00186-black-dial-pnlm07064,mismatch,name;reference,"Panerai Luminor PAM00186, Submersible Arktos, GMT, Stainless Steel, Black Dial, 44 mm",Panerai Luminor,Panerai,NULL,NULL,PAM00186,8200,8200.0,3,3,/api/uploads/aviandco/products/panerai-luminor-pnlm07064-1-f69cceeee37d7368.jpg,https://www.aviandco.com/panerai-luminor-pam00186-black-dial-pnlm07064
avi-panerai-luminor-pam00222-black-dial-pnlm07066,mismatch,name;price;reference,"Panerai Luminor PAM00222, Stainless Steel, ""Power Reserve Regatta"", Black Dial, 44 mm",Panerai Luminor,Panerai,NULL,NULL,PAM00222,0,7500.0,3,3,/api/uploads/aviandco/products/panerai-luminor-pnlm07066-1-4e52f47fadf82820.jpg,https://www.aviandco.com/panerai-luminor-pam00222-black-dial-pnlm07066
avi-panerai-luminor-pam00389-black-dial-pnlm07067,mismatch,name;price;reference,"Panerai Luminor PAM00389, 1950 Submersible, Titanium, Black Dial, 47 mm",Panerai Luminor,Panerai,NULL,NULL,PAM00389,8200,7900.0,3,3,/api/uploads/aviandco/products/panerai-luminor-pnlm07067-1-dc42162c6fb65049.jpg,https://www.aviandco.com/panerai-luminor-pam00389-black-dial-pnlm07067
avi-panerai-luminor-submersible-pam00960-black-dial-pam00960-0,mismatch,name;price;reference,"Panerai Submersible PAM00960, Carbon, Black Dial, 42 mm",Panerai Submersible,Panerai,NULL,NULL,PAM00960,0,12299.0,3,3,/api/uploads/aviandco/products/pam00960-001-1-1-d8dc82525b7edc30.jpg,https://www.aviandco.com/panerai-luminor-submersible-pam00960-black-dial-pam00960-001
avi-panerai-radiomir-pam00183-black-dial-pnrm07009,mismatch,name;price;reference,"Panerai Radiomir PAM00183, Black Seal, Steel, Black Dial, 45 mm",Panerai Radiomir,Panerai,NULL,NULL,PAM00183,5500,4900.0,3,3,/api/uploads/aviandco/products/panerai-radiomir-pnrm07009-1-7ea1e60068b10250.jpg,https://www.aviandco.com/panerai-radiomir-pam00183-black-dial-pnrm07009
avi-panerai-radiomir-pam00249-black-dial-pnrm07010,mismatch,name;price;reference,"Panerai Radiomir PAM00249, 1936 California, Steel, Black Dial, 47 mm",Panerai Radiomir,Panerai,NULL,NULL,PAM00249,11800,11100.0,3,3,/api/uploads/aviandco/products/panerai-radiomir-pnrm07010-1-9db1f660f20a1104.jpg,https://www.aviandco.com/panerai-radiomir-pam00249-black-dial-pnrm07010
avi-panerai-radiomir-pam00449-black-dial-pnrm07012,mismatch,name;price;reference,"Panerai Radiomir PAM00449, SLC 3 Day, Steel, Black Dial, 47 mm",Panerai Radiomir,Panerai,NULL,NULL,PAM00449,7700,7300.0,3,3,/api/uploads/aviandco/products/panerai-radiomir-pnrm07012-1-e085ce406e4aca09.jpg,https://www.aviandco.com/panerai-radiomir-pam00449-black-dial-pnrm07012
avi-panerai-radiomir-pam00685-black-dial-pnrm07014,mismatch,name;price;reference,"Panerai Radiomir PAM00685, Limited Edition, Steel, Black Dial, 47 mm",Panerai Radiomir,Panerai,NULL,NULL,PAM00685,7200,6900.0,3,3,/api/uploads/aviandco/products/pnrm07014-1-1-6304c0e4514e7d52.jpg,https://www.aviandco.com/panerai-radiomir-pam00685-black-dial-pnrm07014
