id,status,notes,db_name,source_name,db_brand,db_model,db_reference,source_reference,db_price,source_price,db_image_count,source_image_count,image,source_url
avi-rolex-yacht-master-126621-chocolate-index-dial-126621-005,mismatch,name;reference,"Rolex Yacht-Master 126621, Stainless Steel & 18K Rose Gold, Chocolate Index Dial, Oyster Bracelet, 40 mm",Rolex Yacht-Master,Rolex,NULL,NULL,126621,18400,18400.0,3,3,/api/uploads/aviandco/products/116621-001-1-1-514ebc9a4580acf6.jpg,https://www.aviandco.com/rolex-yacht-master-126621-chocolate-index-dial-126621-005
avi-rolex-yacht-master-126622-blue-dial-g0126622-009,mismatch,name;reference,"Rolex Yacht-Master 126622, Stainless Steel, Blue Dial, 40 mm",Rolex Yacht-Master,Rolex,NULL,NULL,126622,17600,17600.0,8,3,/api/uploads/aviandco/products/126622-007-1-1-1-9b52313b6f4606d9.jpg,https://www.aviandco.com/rolex-yacht-master-126622-blue-dial-g0126622-009
avi-rolex-yacht-master-126655-pave-diamond-dial-126655-002,mismatch,name;reference,"Rolex Yacht-Master 126655, 18K Rose Gold, Pave Index Dial, Oysterflex Bracelet, 40 mm",Rolex Yacht-Master,Rolex,NULL,NULL,126655,53100,53100.0,3,3,/api/uploads/aviandco/products/rolex-yacht-master-40-126655-002-1-5b8a86302527a245.jpg,https://www.aviandco.com/rolex-yacht-master-126655-pave-diamond-dial-126655-002
avi-rolex-yacht-master-16622-silver-dial-16622-001,mismatch,name;reference,"Rolex Yacht-Master 16622, Steel, Silver Dial, 40 mm",Rolex Yacht-Master,Rolex,NULL,NULL,16622,10700,10700.0,3,3,/api/uploads/aviandco/products/16622-01-1-748faebfeddbfbd6.jpg,https://www.aviandco.com/rolex-yacht-master-16622-silver-dial-16622-001
avi-rolex-yacht-master-16623-white-dial-16623-001,mismatch,name;price;reference,"Rolex Yacht-Master 16623, Stainless Steel & 18K Yellow Gold, White Index Dial, 40 mm",Rolex Yacht-Master,Rolex,NULL,NULL,16623,0,12900.0,3,3,/api/uploads/aviandco/products/rym107004--1-1-c1303c77f4d3e7ac.jpg,https://www.aviandco.com/rolex-yacht-master-16623-white-dial-16623-001
avi-rolex-yacht-master-16628-white-index-dial-16628-001,mismatch,name;reference,"Rolex Yacht-Master 16628, 18K Yellow Gold, White Index Dial, Oyster Bracelet, 40 mm",Rolex Yacht-Master,Rolex,NULL,NULL,16628,27600,27600.0,3,3,/api/uploads/aviandco/products/rolex-yacht-master-16628-001-1-1-1-5cc91b3894d19461.jpg,https://www.aviandco.com/rolex-yacht-master-16628-white-index-dial-16628-001
avi-rolex-yacht-master-226627-black-dial-226627-008,mismatch,name;reference,"Rolex Yacht-Master 226627, RLX Titanium, Black Dial, Oyster Bracelet, 42 mm",Rolex Yacht-Master,Rolex,NULL,NULL,226627,28100,28100.0,3,3,/api/uploads/aviandco/products/rolex-yacht-master-226627-006-1-1-218345523f604333.jpg,https://www.aviandco.com/rolex-yacht-master-226627-black-dial-226627-008
avi-rolex-yacht-master-226658-black-dial-226658-007,mismatch,name;reference,"Rolex Yacht-Master 42 226658, 18K Yellow Gold, Black Dial, 42 mm",Rolex Yacht-Master 42,Rolex,NULL,NULL,226658,39700,39700.0,3,3,/api/uploads/aviandco/products/rolex-yacht-master-42-226658-black-dial-1-3-d4c98219139eec71.jpg,https://www.aviandco.com/rolex-yacht-master-226658-black-dial-226658-007
avi-rolex-yacht-master-226659-black-index-dial-226659-009,mismatch,name;reference,"Rolex Yacht-Master 226659, 18K White Gold, Cerachrom Bezel, Black Index Dial, Oysterflex Bracelet, 42 mm",Rolex Yacht-Master,Rolex,NULL,NULL,226659,35200,35200.0,3,3,/api/uploads/aviandco/products/226659-003-1-1-2-5d93607d5ff966bd.jpg,https://www.aviandco.com/rolex-yacht-master-226659-black-index-dial-226659-009
avi-rolex-yacht-master-226668tbr-pave-index-dial-226668tbr-002,mismatch,name;price;reference,"Rolex Yacht-Master 226668TBR, 18K Yellow Gold, Pave Index Dial, Oysterflex Bracelet, 42 mm",Rolex Yacht-Master,Rolex,NULL,NULL,226668TBR,0,178600.0,3,3,/api/uploads/aviandco/products/rolex-yacht-master-226668tbr-002-1-22c63f981edc9e3d.jpg,https://www.aviandco.com/rolex-yacht-master-226668tbr-pave-index-dial-226668tbr-002
